MGH60-P6-A11	MGH60-P6-B01	MGH97-P8-H02	MGH97-P8-H03
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	1.0	0.0
0.0	0.0	2.0	0.0
0.0	0.0	3.0	0.0
0.0	0.0	4.0	0.0
0.0	0.0	5.0	0.0
0.0	0.0	6.0	0.0
0.0	0.0	7.0	0.0
0.0	0.0	8.0	0.0
0.0	0.0	9.0	0.0
0.0	0.0	10.0	0.0
0.0	0.0	11.0	0.0
0.0	0.0	12.0	0.0
0.0	0.0	13.0	0.0
0.0	0.0	14.0	0.0
0.0	0.0	15.0	0.0
0.0	0.0	16.0	0.0
0.0	0.0	17.0	0.0
0.0	0.0	18.0	0.0
0.0	0.0	19.0	0.0
0.0	0.0	20.0	0.0
0.0	0.0	21.0	0.0
0.0	0.0	22.0	0.0
0.0	0.0	23.0	0.0
0.0	0.0	24.0	0.0
0.0	0.0	25.0	0.0
0.0	0.0	26.0	0.0
0.0	0.0	27.0	0.0
0.0	0.0	28.0	0.0
0.0	0.0	29.0	0.0
0.0	0.0	30.0	0.0
0.0	0.0	31.0	0.0
0.0	0.0	32.0	0.0
0.0	0.0	33.0	0.0
0.0	0.0	34.0	0.0
0.0	0.0	35.0	0.0
0.0	0.0	36.0	0.0
0.0	0.0	37.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
10.6	7.2	1.0	11.5
11.6	8.2	2.0	12.5
12.6	9.2	3.0	13.5
13.6	10.2	4.0	14.5
14.6	10.167	5.0	15.5
15.6	11.167	6.0	16.5
13.833	10.429	7.0	11.667
12.714	11.429	8.0	12.667
13.714	12.429	9.0	13.667
14.714	13.429	10.0	14.667
15.714	14.429	11.0	15.667
13.0	13.5	12.0	16.667
14.0	14.5	13.0	17.667
15.0	15.5	14.0	18.667
16.0	16.5	15.0	19.667
17.0	17.5	16.0	20.667
15.5	18.5	17.0	13.5
16.5	19.5	18.0	14.5
17.5	18.222	19.0	15.5
18.5	19.222	20.0	16.5
19.5	20.222	21.0	17.5
16.4	21.222	22.0	12.333
17.4	20.25	23.0	13.333
18.4	21.25	24.0	14.333
19.4	22.25	25.0	15.333
20.4	23.25	26.0	16.333
21.4	17.636	27.0	17.333
18.5	18.636	28.0	18.333
19.5	16.615	29.0	19.333
15.75	13.909	30.0	20.333
16.75	14.909	31.0	21.333
14.2	14.583	16.0	22.333
15.2	15.583	17.0	23.333
16.2	16.583	18.0	24.333
17.2	17.583	19.0	25.333
18.2	18.583	20.0	26.333
19.2	17.909	21.0	27.333
20.2	17.0	6.0	23.5
15.818	15.778	7.0	24.5
16.818	16.778	8.0	25.5
17.818	17.778	9.0	26.5
18.818	18.778	10.0	27.5
19.818	19.778	11.0	28.5
20.818	20.778	12.0	22.0
20.2	19.75	13.0	23.0
19.333	20.75	14.0	24.0
20.333	21.75	15.0	25.0
21.333	22.75	16.0	26.0
22.333	23.75	17.0	27.0
16.75	20.0	18.0	28.0
12.909	21.0	19.0	29.0
12.75	19.556	20.0	30.0
13.75	20.556	21.0	31.0
12.643	21.556	11.0	32.0
13.643	22.556	12.0	33.0
14.643	23.556	8.667	17.0
15.643	22.875	9.667	18.0
16.643	23.875	10.667	19.0
17.643	24.875	11.667	20.0
15.417	25.875	12.667	4.0
14.071	21.5	13.667	5.0
15.071	22.5	14.667	6.0
16.071	23.5	15.667	7.0
17.071	24.5	16.667	8.0
18.071	20.143	17.667	9.0
19.071	21.143	18.667	10.0
20.071	13.167	19.667	11.0
19.769	14.167	20.667	12.0
20.769	15.167	21.667	13.0
18.818	11.8	15.0	14.0
19.818	12.8	16.0	15.0
20.818	13.8	17.0	16.0
21.818	14.8	12.0	17.0
22.818	15.8	13.0	18.0
23.818	16.8	14.0	19.0
24.818	17.8	15.0	20.0
20.8	15.667	16.0	10.5
19.818	16.667	17.0	11.5
19.083	13.75	18.0	8.333
20.083	14.75	19.0	9.333
21.083	15.75	20.0	10.333
22.083	16.75	21.0	11.333
23.083	17.75	22.0	12.333
24.083	18.75	23.0	13.333
25.083	19.75	24.0	14.333
26.083	20.75	25.0	15.333
27.083	21.75	26.0	16.333
27.182	20.571	27.0	17.333
21.778	18.875	21.0	18.333
20.875	17.286	22.0	19.333
21.875	18.286	23.0	20.333
15.714	19.286	19.333	21.333
16.714	20.286	20.333	22.333
15.5	21.286	13.0	10.667
14.667	19.5	14.0	8.75
15.667	20.5	15.0	9.75
16.667	19.444	16.0	10.75
17.667	20.444	17.0	11.75
13.143	14.625	18.0	12.75
14.143	15.625	19.0	9.167
15.143	16.625	20.0	10.167
16.143	17.625	21.0	11.167
17.143	18.625	22.0	12.167
18.143	19.625	23.0	13.167
14.889	18.143	24.0	12.143
15.889	19.143	25.0	13.143
16.889	20.143	26.0	14.143
16.1	21.143	27.0	15.143
17.1	22.143	28.0	16.143
16.455	23.143	29.0	17.143
17.455	24.143	22.0	18.143
18.455	25.143	23.0	19.143
19.455	24.167	24.0	20.143
20.455	25.167	25.0	21.143
19.8	23.8	26.0	19.5
14.167	20.667	13.5	15.375
13.091	15.333	14.5	13.286
14.091	16.333	15.5	14.286
15.091	17.333	16.5	15.286
16.091	18.333	17.5	16.286
17.091	19.333	18.5	17.286
13.267	15.25	9.75	18.286
14.267	16.25	10.75	19.286
15.267	17.25	11.75	20.286
16.267	18.25	12.75	21.286
17.267	19.25	13.75	22.286
14.143	15.5	7.0	23.286
15.143	16.5	8.0	24.286
16.143	17.5	9.0	25.286
17.143	18.5	10.0	26.286
18.143	19.5	11.0	27.286
17.692	18.0	12.0	20.0
17.083	15.833	13.0	18.571
18.083	14.429	14.0	19.571
19.083	15.429	15.0	20.571
20.083	15.2	16.0	21.571
21.083	13.667	17.0	22.571
22.083	14.667	18.0	17.8
23.083	15.667	19.0	18.8
19.267	12.5	15.0	16.5
19.437	10.8	16.0	17.5
20.437	11.8	17.0	18.5
17.923	12.8	18.0	15.8
18.923	13.8	19.0	16.8
19.923	14.8	20.0	17.8
20.923	15.8	21.0	18.8
21.923	16.8	22.0	19.8
21.667	17.8	23.0	20.8
22.667	18.8	24.0	21.8
23.667	19.8	25.0	22.8
24.667	20.8	26.0	23.8
23.692	18.167	27.0	24.8
22.929	19.167	28.0	25.8
20.091	20.167	26.0	19.333
17.846	16.615	11.571	20.333
18.846	15.917	12.571	21.333
19.846	16.917	13.571	22.333
20.846	17.917	14.571	23.333
20.5	18.917	15.571	24.333
16.0	14.818	8.0	19.0
17.0	15.818	9.0	20.0
18.0	16.818	10.0	21.0
19.0	17.818	11.0	22.0
20.0	18.818	12.0	23.0
18.875	18.0	13.0	24.0
17.667	17.273	14.0	20.0
18.667	18.273	15.0	21.0
19.667	19.273	16.0	22.0
20.667	20.273	17.0	19.167
21.667	19.8	18.0	11.25
22.667	20.8	19.0	12.25
19.444	21.8	20.0	13.25
20.444	22.8	21.0	14.25
21.444	17.0	15.714	15.25
22.444	18.0	16.714	16.25
23.444	19.0	17.714	17.25
24.444	20.0	18.714	18.25
19.167	18.167	16.667	7.8
17.286	15.4	15.143	7.333
18.286	16.4	16.143	8.333
19.286	17.4	17.143	9.333
20.286	18.4	18.143	10.333
21.286	19.4	19.143	11.333
22.286	20.4	20.143	12.333
20.375	21.4	21.143	13.333
21.375	22.4	22.143	12.286
17.9	23.4	23.143	13.286
18.9	24.4	24.143	12.5
19.9	25.4	25.143	13.5
19.0	23.5	26.143	14.5
17.75	21.778	27.143	15.5
18.75	22.778	28.143	16.5
13.667	19.714	17.333	14.0
14.667	20.714	18.333	15.0
15.667	21.714	19.333	16.0
16.667	22.714	20.333	17.0
15.143	23.714	21.333	18.0
16.143	22.5	22.333	16.889
12.0	12.818	14.0	11.5
10.0	10.857	10.714	12.5
11.0	11.857	11.714	13.5
12.0	12.857	12.714	14.5
13.0	13.857	13.714	15.5
12.0	13.077	14.714	14.846
12.0	14.077	15.714	15.846
13.0	14.0	16.714	16.846
14.0	13.125	17.714	13.857
15.0	13.294	18.714	14.857
14.857	13.5	19.714	14.8
12.267	11.864	16.111	15.8
12.437	12.864	17.111	16.8
13.437	8.5	12.429	17.8
14.437	9.053	11.75	18.8
15.437	10.053	12.75	19.8
15.471	8.4	12.222	20.8
16.471	9.4	13.222	19.308
15.235	10.0	10.0	17.385
16.235	11.0	11.0	18.385
17.235	12.0	12.0	19.385
16.316	13.0	11.7	20.385
17.316	14.0	12.7	21.385
18.316	15.0	13.7	22.385
16.45	15.407	14.7	21.714
17.45	16.407	15.7	21.538
15.421	16.786	16.7	19.533
16.421	17.786	17.7	19.286
17.421	18.786	18.7	20.286
17.5	19.103	17.909	21.286
18.5	19.464	18.909	22.286
10.541	15.486	13.687	18.111
10.675	16.486	14.687	16.75
8.339	17.026	13.944	13.524
9.017	17.564	14.158	14.524
9.683	18.1	14.4	15.524
9.571	19.1	14.667	16.524
10.571	20.1	15.667	16.727
9.462	16.769	13.7	11.111
8.984	14.846	12.111	12.111
9.53	15.073	13.111	13.111
10.53	16.073	14.111	13.368
11.53	17.073	15.111	14.368
10.74	16.109	14.5	14.6
11.247	17.109	14.762	15.6
11.937	17.283	13.792	15.81
12.937	17.386	14.792	14.579
13.937	17.93	15.792	15.579
13.759	17.244	16.12	13.85
14.185	16.317	15.304	14.85
14.9	17.317	16.304	15.85
15.704	17.39	17.304	16.048
16.704	18.39	16.652	15.565
16.483	18.488	16.24	15.875
15.777	15.641	13.357	13.966
16.427	15.452	13.862	13.966
17.031	15.927	13.1	14.143
18.031	16.14	14.1	15.143
18.643	16.75	15.1	15.586
17.61	16.271	14.355	15.031
18.434	17.271	14.875	16.031
18.727	17.898	14.941	16.029
18.368	17.412	13.55	13.872
19.2	18.412	14.55	14.872
19.53	19.04	15.171	15.289
20.356	19.269	16.171	15.872
21.0	20.269	16.372	16.049
20.862	18.102	16.881	17.049
21.862	19.102	17.881	18.049
20.407	16.88	16.297	17.0
20.933	17.88	17.297	18.0
19.045	18.12	16.694	15.452
18.17	17.654	16.189	15.455
18.362	17.923	17.189	15.971
18.13	18.222	17.639	16.971
19.13	19.222	18.639	17.971
19.103	18.8	19.114	18.394
18.802	17.52	19.556	18.286
19.182	17.708	20.556	18.765
20.182	18.708	21.556	19.765
21.182	19.306	21.946	20.765
19.922	18.295	22.086	21.273
19.662	18.457	22.647	19.865
20.218	19.044	22.258	20.389
20.432	19.191	22.531	21.389
21.432	20.191	23.531	22.389
21.13	20.045	24.097	22.529
20.78	21.045	25.097	23.529
21.78	22.045	26.097	24.529
22.317	22.698	27.097	24.412
23.317	23.698	27.767	24.625
22.935	24.049	28.107	25.226
21.676	24.385	27.174	23.074
21.914	24.333	27.727	23.538
22.371	24.0	27.8	24.538
22.411	23.0	27.429	25.538
23.0	23.622	28.429	26.08
21.968	23.0	28.526	25.591
22.721	24.0	29.056	26.591
22.719	24.594	29.062	24.706
21.615	24.31	25.3	21.533
19.288	17.07	21.917	17.789
19.0	18.07	21.545	18.789
19.333	18.146	22.545	18.778
19.691	19.146	20.333	17.5
18.96	15.818	21.333	18.5
19.96	16.324	22.333	19.5
20.612	17.324	23.333	20.5
20.765	17.306	21.9	21.5
20.556	15.784	21.222	20.0
19.106	15.571	17.714	18.875
19.311	15.941	18.714	17.5
19.045	15.625	19.714	18.5
20.045	16.625	20.714	19.5
20.578	17.625	21.714	20.5
19.049	16.621	17.286	19.143
16.118	15.485	18.286	18.8
17.118	16.485	19.286	19.8
18.118	16.844	17.333	20.8
19.118	17.844	18.333	21.8
17.137	17.0	19.333	17.273
17.13	16.909	15.25	14.357
15.446	16.613	13.143	14.333
16.446	17.613	14.143	15.333
17.073	18.613	15.143	16.333
16.08	19.613	16.143	17.333
16.745	19.969	17.143	18.333
17.34	20.969	18.143	17.267
17.98	21.969	19.143	18.267
15.649	21.618	20.143	18.062
15.707	22.618	21.143	17.8
16.333	22.943	22.143	18.8
15.323	22.412	23.143	18.562
15.22	22.5	21.833	19.562
15.95	22.788	22.833	20.562
16.95	22.967	23.833	19.786
17.95	23.967	24.833	20.786
18.639	24.161	19.375	21.786
19.333	25.161	18.111	21.615
16.655	17.75	13.714	19.818
17.278	18.75	14.714	20.818
17.906	19.75	15.714	21.818
18.556	20.75	16.714	22.818
19.556	21.75	17.714	23.818
18.814	19.783	18.714	18.2
19.164	17.68	15.333	16.0
19.559	16.045	13.625	17.0
19.625	16.048	14.625	15.5
20.625	17.048	15.625	16.5
21.625	18.048	16.625	16.133
21.561	16.667	17.625	17.133
22.172	16.308	16.556	18.133
20.73	15.517	14.364	19.133
21.468	16.517	13.1	20.133
19.481	14.24	14.1	19.929
20.094	15.24	15.1	20.929
18.949	15.037	16.1	20.846
19.617	13.968	14.333	17.812
19.375	14.2	15.333	18.812
19.019	13.571	12.0	14.5
17.471	14.069	11.818	13.769
18.115	14.097	12.818	14.769
19.115	15.097	13.818	15.769
20.115	16.097	14.818	16.769
20.784	16.4	15.818	17.769
21.784	16.839	16.818	18.769
21.127	16.758	16.333	17.133
19.022	16.452	17.333	15.6
17.979	15.912	15.714	16.6
18.204	16.273	16.714	17.6
14.26	16.625	17.714	15.062
14.673	15.667	16.375	13.526
15.235	15.611	17.375	13.8
15.923	16.611	17.2	14.8
16.923	17.611	16.857	15.8
16.868	18.057	17.857	14.609
16.911	19.057	17.385	14.36
16.463	18.971	18.385	14.769
17.463	19.971	19.385	15.769
18.463	20.971	20.385	16.769
19.113	20.784	21.385	17.769
19.382	21.211	22.385	18.074
18.275	20.857	21.714	15.125
18.51	20.344	20.167	13.0
19.12	21.344	21.167	13.364
20.12	20.429	22.167	14.364
18.857	19.737	21.385	12.519
19.509	19.7	17.118	12.621
19.518	17.85	17.111	13.233
19.491	16.95	16.941	14.3
18.431	16.324	15.267	15.3
19.431	17.324	15.25	16.3
20.431	18.324	16.25	17.3
19.906	19.324	17.25	18.3
18.723	17.789	16.933	18.655
18.521	16.529	16.5	18.296
19.122	17.029	17.5	19.296
19.347	18.029	18.5	19.615
18.796	18.471	14.687	20.615
18.64	16.278	15.687	20.815
18.885	15.171	14.053	21.036
19.509	15.068	15.053	22.036
20.509	16.068	16.053	22.276
21.509	16.581	17.053	23.276
20.412	15.111	16.944	21.852
20.222	15.426	17.0	21.276
19.51	14.955	14.944	21.533
20.16	14.814	15.944	22.533
18.419	15.814	16.944	22.5
18.071	13.279	13.722	21.083
18.628	13.644	14.722	22.083
17.911	14.644	15.722	22.16
18.911	15.644	16.722	23.16
19.07	16.644	17.722	20.7
18.725	17.261	18.722	21.7
15.646	16.592	17.75	18.087
15.667	17.24	18.75	18.292
13.934	17.208	19.75	17.808
13.729	16.774	20.263	18.2
13.482	17.385	21.263	18.417
13.746	18.385	21.389	18.609
12.985	18.327	20.15	18.792
11.568	18.017	20.143	19.0
12.111	17.684	21.143	20.0
11.179	17.611	21.35	14.85
11.844	17.865	18.437	14.684
12.513	18.1	19.437	14.444
12.038	18.312	17.211	14.632
11.705	18.176	16.476	14.143
12.422	19.176	15.667	14.455
13.422	20.176	15.217	15.455
13.455	20.769	13.815	15.739
13.826	20.36	14.286	16.739
14.667	21.36	14.267	17.739
15.258	21.176	15.267	17.958
16.258	22.176	15.25	18.958
16.5	23.176	14.0	19.16
17.064	23.0	15.0	19.417
17.074	20.844	12.963	18.08
17.862	20.209	13.5	18.292
18.663	21.209	14.0	17.148
17.296	19.896	13.69	15.806
17.925	19.341	14.69	16.1
18.369	18.614	14.893	15.607
17.791	17.979	14.355	14.724
18.791	18.574	15.355	15.2
19.791	19.574	16.355	16.2
19.388	16.633	15.4	16.645
20.06	16.766	16.4	17.125
20.43	17.766	17.4	16.424
19.862	18.0	16.727	15.972
20.694	19.0	16.743	16.541
21.694	19.224	17.743	16.548
21.351	18.644	17.576	15.395
21.732	19.227	18.576	15.395
21.029	18.047	19.576	14.395
20.886	17.279	20.576	15.395
21.278	18.279	20.485	16.395
21.829	18.841	21.485	17.395
21.357	17.651	22.0	16.949
19.291	14.773	19.943	17.421
18.967	14.578	20.361	18.421
19.122	15.578	21.361	18.919
19.685	16.578	22.361	19.919
19.84	17.196	22.73	20.919
19.656	17.809	22.471	21.472
17.321	17.5	22.562	21.559
17.6	18.089	23.097	21.441
18.37	19.089	23.138	21.194
18.446	19.682	21.077	21.743
16.011	17.44	18.483	18.952
17.011	18.44	18.111	19.952
17.784	17.92	18.5	20.537
18.784	18.92	18.077	21.537
19.784	19.92	19.077	21.744
20.784	20.92	20.077	22.744
19.598	20.041	16.857	22.368
19.141	19.471	17.241	22.2
19.366	19.698	16.931	22.0
17.761	18.896	17.214	21.182
18.761	19.896	18.214	20.6
19.322	19.723	18.552	20.903
18.373	17.87	17.423	20.793
19.143	17.714	18.423	20.483
19.227	18.34	18.036	20.097
18.691	16.795	18.333	19.931
18.988	17.795	19.333	20.233
19.06	18.795	20.333	20.036
17.442	18.488	17.708	18.208
18.184	19.045	17.87	19.208
19.184	19.628	18.87	19.435
19.922	20.628	19.87	20.435
20.697	21.628	20.87	20.682
21.197	21.878	21.87	20.05
21.027	22.103	22.87	21.05
21.343	23.103	23.227	22.05
21.722	23.128	23.174	21.952
21.89	23.378	24.174	20.3
21.554	20.941	22.474	20.286
21.435	20.937	22.667	21.286
21.97	21.937	23.667	22.286
22.508	21.588	23.368	23.286
22.444	20.857	23.611	24.286
23.21	21.382	24.611	25.286
21.338	21.139	24.263	25.091
19.108	18.975	25.263	23.304
18.831	19.024	23.762	21.0
17.725	19.558	24.1	19.5
15.652	17.167	20.8	14.053
16.652	16.769	21.8	15.053
17.4	16.237	22.8	13.864
17.889	17.237	22.312	14.864
18.63	16.902	23.312	15.864
19.63	17.902	24.312	16.13
18.788	17.923	21.083	16.182
13.333	13.867	17.462	13.13
13.211	13.791	16.833	13.542
13.012	14.791	17.833	14.542
13.845	15.432	18.833	14.92
14.28	15.568	18.182	15.0
14.639	13.977	16.231	14.769
15.366	13.293	16.0	14.308
14.0	13.366	12.462	12.88
15.0	14.024	13.462	13.88
15.106	14.341	14.462	13.917
15.037	14.674	13.583	14.917
15.568	14.848	13.462	15.28
16.568	15.356	14.462	16.28
16.94	15.66	14.357	17.28
17.488	16.66	15.357	18.28
17.648	17.66	16.357	19.28
18.425	18.681	17.357	20.28
19.209	19.271	18.357	21.28
19.311	19.46	19.357	22.28
18.25	19.412	17.643	19.429
18.653	20.019	18.643	18.414
18.849	19.941	19.643	18.75
19.849	20.941	20.643	19.75
18.644	19.293	20.2	18.156
17.612	17.203	16.471	17.028
18.443	17.302	17.471	18.028
18.821	17.738	18.471	18.514
18.664	18.127	18.312	18.0
17.83	17.14	19.312	17.944
17.139	17.418	17.786	16.706
17.32	18.418	18.786	16.437
17.949	19.071	19.786	17.437
17.698	18.036	16.167	17.879
18.514	18.691	17.167	16.967
17.936	18.356	16.056	14.568
18.761	18.357	16.211	15.568
19.582	18.69	14.864	15.541
19.687	18.4	15.864	14.927
17.082	16.538	14.048	14.184
17.16	17.538	15.048	14.568
16.146	17.472	16.048	15.158
16.926	18.096	17.048	15.568
17.378	17.421	18.048	16.132
17.602	17.333	17.053	15.972
18.05	18.333	14.524	16.371
17.638	18.615	14.4	16.765
18.25	19.615	15.4	17.257
15.544	16.328	12.615	15.975
15.21	15.328	10.727	15.089
16.033	15.984	10.382	15.591
17.033	16.984	11.382	16.267
17.533	17.048	11.606	17.267
17.078	17.484	11.243	15.808
17.304	18.484	11.049	16.185
18.304	19.484	12.049	17.185
18.852	19.891	13.049	18.185
19.112	20.016	13.714	18.836
18.729	20.459	14.146	17.824
19.573	21.183	14.786	18.041
20.422	21.915	15.786	19.041
21.239	22.915	16.786	20.041
20.222	20.818	16.881	19.533
18.536	18.277	15.925	18.829
19.284	18.875	16.925	19.829
19.832	19.087	17.925	20.4
20.832	20.087	18.925	20.974
21.381	19.4	18.976	20.902
21.533	20.4	19.976	21.5
22.533	21.4	20.659	22.5
23.374	22.082	21.659	23.5
23.238	22.109	21.0	24.154
24.238	22.617	21.421	25.154
24.078	22.279	22.0	23.562
25.078	23.279	23.0	24.562
25.203	22.0	22.114	25.161
24.103	20.409	22.472	23.536
23.704	19.625	20.692	22.161
23.532	20.204	21.692	23.161
24.095	20.489	22.692	23.7
25.095	21.489	23.692	24.7
23.435	19.267	21.886	21.581
24.03	19.404	22.378	22.581
24.422	20.404	22.333	23.581
25.254	21.404	23.333	24.581
26.065	22.404	24.333	25.167
19.51	17.947	20.541	20.517
17.595	16.061	17.7	18.88
18.595	17.061	18.7	19.115
19.14	18.061	19.7	19.37
20.14	18.469	20.7	20.37
13.225	16.576	17.207	14.81
13.275	17.576	15.04	13.474
12.977	16.568	15.423	14.474
12.22	17.0	16.423	15.474
13.22	17.429	16.6	15.278
13.881	18.429	17.6	14.167
14.881	19.429	17.792	15.167
14.822	18.816	18.04	15.316
15.822	19.816	18.308	16.316
15.837	18.794	18.56	17.316
16.333	19.794	18.792	18.316
17.333	18.583	19.792	17.476
18.333	19.054	20.792	18.476
16.917	18.098	21.792	19.476
16.681	17.054	21.409	18.632
15.389	17.579	21.435	18.65
16.091	18.579	19.846	18.714
17.091	19.579	20.846	19.714
18.091	20.579	21.846	20.714
17.5	20.579	21.385	19.826
18.197	21.579	22.385	20.826
18.887	22.579	23.385	21.826
19.283	22.343	23.84	22.826
19.018	21.969	24.292	23.182
17.304	18.806	22.75	20.9
17.945	18.581	22.619	21.9
17.661	18.969	22.545	21.81
18.661	19.364	22.609	22.81
17.585	18.103	19.611	19.333
18.241	16.483	18.5	19.263
19.241	17.483	19.5	20.263
18.845	18.483	20.5	19.238
19.845	19.483	21.5	20.238
18.865	19.172	19.4	15.176
19.865	20.172	20.4	16.176
20.865	21.172	21.4	16.222
20.352	22.172	22.4	16.0
21.352	23.172	23.4	17.0
20.021	22.577	21.0	16.75
19.792	23.577	22.0	17.75
18.391	18.731	21.636	17.647
19.391	19.731	22.636	17.611
20.391	20.731	23.636	18.611
19.708	20.926	24.636	18.529
19.49	21.926	23.5	19.529
17.241	20.2	19.692	19.437
17.104	21.292	19.25	20.6
16.396	20.577	18.692	19.059
17.074	20.778	19.692	20.059
16.828	18.231	20.692	16.588
17.828	17.769	18.8	17.588
16.615	15.273	18.562	18.588
16.259	14.32	17.389	16.65
15.6	14.375	17.235	16.579
15.84	14.76	14.0	16.444
16.51	13.143	15.0	16.526
17.173	14.143	16.0	17.526
15.612	14.296	15.385	16.235
16.612	15.296	16.385	17.235
17.041	16.296	17.385	17.222
18.041	17.296	17.071	17.263
19.041	18.296	18.071	18.263
16.939	16.28	17.8	18.222
17.58	16.417	15.846	19.222
16.34	16.522	15.083	19.176
17.34	17.522	14.846	20.176
18.34	18.522	15.846	21.176
18.959	18.682	15.083	21.187
19.56	19.682	14.846	22.187
19.447	20.682	14.714	21.071
20.021	21.682	15.714	22.071
21.021	21.952	16.714	21.923
22.021	22.952	17.714	22.923
23.021	23.952	17.467	22.75
22.587	24.952	18.467	23.75
23.587	25.952	18.25	24.75
22.176	23.583	18.118	23.769
22.571	24.583	19.118	24.769
20.75	21.0	20.118	24.75
21.75	22.0	19.467	23.9
22.321	23.0	20.467	24.9
22.0	23.333	21.467	21.583
21.612	24.333	22.467	22.583
20.465	23.524	21.231	21.769
21.465	24.524	22.231	22.769
19.946	24.211	23.231	22.583
18.324	22.722	24.083	21.444
17.061	21.937	25.083	20.5
18.061	21.933	21.545	21.5
19.061	22.933	21.0	22.5
18.267	20.417	18.0	14.8
19.267	21.417	19.0	13.167
19.613	22.417	17.778	12.143
20.033	16.125	18.778	9.0
20.448	17.125	19.778	8.571
20.857	18.125	20.778	9.571
21.103	19.125	21.778	10.571
22.103	20.125	22.778	11.571
23.103	21.125	23.778	12.571
23.679	22.125	24.778	13.571
20.875	21.0	24.25	14.571
21.875	22.0	25.25	15.571
21.5	23.0	26.25	16.571
21.522	21.0	22.5	17.571
21.583	22.0	23.5	18.571
22.583	23.0	24.5	19.571
22.957	24.0	23.714	20.571
22.04	22.222	22.5	21.571
22.417	23.222	20.286	22.571
22.48	21.8	21.286	20.625
22.577	22.8	19.625	21.625
23.577	23.8	15.875	22.625
22.259	24.8	16.875	23.625
22.429	25.8	15.0	24.625
18.64	22.0	12.333	23.857
19.64	23.0	13.333	24.857
15.524	15.333	14.333	25.857
15.773	16.333	15.333	26.857
15.762	17.333	16.333	27.857
15.7	18.333	17.333	25.2
12.87	12.889	18.333	21.833
13.292	10.875	19.333	19.8
13.296	11.875	20.333	20.8
14.296	12.875	21.333	21.8
12.458	10.429	22.333	19.0
13.458	11.429	23.333	20.0
13.88	12.429	18.0	21.0
14.88	13.429	19.0	22.0
15.88	14.429	20.0	23.0
15.63	15.429	21.0	21.2
15.222	16.429	18.8	18.25
16.222	17.429	19.8	19.25
17.222	18.429	20.8	14.333
17.571	19.429	21.8	15.333
17.852	20.429	22.8	16.333
18.852	21.429	19.833	17.333
19.143	22.429	20.833	18.333
20.143	23.429	21.833	19.333
17.871	24.429	22.833	15.25
18.281	25.429	23.833	16.25
18.697	26.429	21.286	13.8
19.125	25.667	19.667	14.8
19.548	26.667	20.667	15.8
16.763	27.667	21.667	12.0
17.763	28.667	19.429	13.0
15.537	17.5	15.0	9.8
16.537	18.5	16.0	10.8
17.025	16.857	13.5	8.889
17.513	17.857	14.5	9.889
18.513	18.857	11.0	10.889
18.514	19.857	12.0	11.889
19.0	20.857	13.0	12.889
17.75	21.857	14.0	13.889
18.182	22.857	15.0	14.889
18.03	21.5	16.0	15.889
17.879	22.5	17.0	16.889
18.879	23.5	18.0	17.889
19.879	24.5	19.0	18.889
18.517	9.75	20.0	17.625
18.857	10.75	21.0	16.556
19.185	11.75	22.0	17.556
19.464	12.75	23.0	18.556
20.464	13.75	24.0	17.25
21.464	14.75	25.0	18.25
21.107	12.6	18.4	19.25
22.107	13.6	19.4	20.25
23.107	14.6	20.4	18.889
23.038	15.6	21.4	19.889
23.48	16.6	22.4	20.889
24.48	17.6	23.4	21.889
25.48	18.6	24.4	22.889
26.0	19.6	25.4	23.889
27.0	17.167	26.4	24.889
28.0	18.167	24.75	25.889
28.609	19.167	25.75	26.889
29.609	20.167	26.75	27.889
29.053	21.167	27.75	27.75
29.611	22.167	28.75	28.75
25.65	23.167	27.0	28.571
25.381	24.167	28.0	29.571
26.381	25.167	29.0	30.571
19.312	26.167	30.0	29.0
18.056	27.167	27.5	30.0
10.929	18.333	9.5	20.5
