Position	aMin	aMean
3752	-100	-100
3753	-100	-100
3754	-100	-100
3755	-100	-100
3756	-100	-100
3757	-100	-100
3758	-100	-100
3759	-100	-100
3760	-100	-100
3761	-100	-100
3762	-100	-100
3763	-100	-100
3764	-100	-100
3765	-100	-100
3766	-100	-100
3767	-100	-100
3768	-100	-100
3769	-100	-100
3770	-100	-100
3771	-100	-100
3772	-100	-100
3773	-100	-100
3774	-100	-100
3775	-100	-100
3776	-100	-100
3777	-100	-100
3778	-100	-100
3779	-100	-100
3780	-100	-100
3781	-100	-100
3782	-100	-100
3783	-100	-100
3784	-100	-100
3785	-100	-100
3786	-100	-100
3787	-100	-100
3788	-100	-100
3789	-100	-100
3790	-100	-100
3791	-100	-100
3792	-100	-100
3793	-100	-100
3794	6	6
3795	-100	-100
3796	-100	-100
3797	-100	-100
3798	-100	-100
3799	9	9
3800	-100	-100
3801	-100	-100
3802	-100	-100
3803	-100	-100
3804	-100	-100
3805	-100	-100
3806	-100	-100
3807	-100	-100
3808	-100	-100
3809	-100	-100
3810	-100	-100
3811	-100	-100
3812	-100	-100
3813	-100	-100
3814	-100	-100
3815	-100	-100
3816	-100	-100
3817	-100	-100
3818	-100	-100
3819	-100	-100
3820	-100	-100
3821	-100	-100
3822	-100	-100
3823	-100	-100
3824	-100	-100
3825	-100	-100
3826	-100	-100
3827	-100	-100
3828	-100	-100
3829	-100	-100
3830	-100	-100
3831	-100	-100
3832	-100	-100
3833	-100	-100
3834	-100	-100
3835	-100	-100
3836	-100	-100
3837	-100	-100
3838	-100	-100
3839	-100	-100
3840	-100	-100
3841	-100	-100
3842	-100	-100
3843	-100	-100
3844	-100	-100
3845	-100	-100
3846	-100	-100
3847	-100	-100
3848	-100	-100
3849	-100	-100
3850	-100	-100
3851	-100	-100
3852	-100	-100
3853	-100	-100
3854	-100	-100
3855	-100	-100
3856	-100	-100
3857	-100	-100
3858	-100	-100
3859	-100	-100
3860	-100	-100
3861	-100	-100
3862	-100	-100
3863	-100	-100
3864	-100	-100
3865	-100	-100
3866	-100	-100
3867	-100	-100
3868	-100	-100
3869	-100	-100
3870	-100	-100
3871	-100	-100
3872	-100	-100
3873	-100	-100
3874	-100	-100
3875	-100	-100
3876	-100	-100
3877	-100	-100
3878	-100	-100
3879	-100	-100
3880	-100	-100
3881	-100	-100
3882	-100	-100
3883	-100	-100
3884	-100	-100
3885	-100	-100
3886	-100	-100
3887	-100	-100
3888	-100	-100
3889	-100	-100
3890	-100	-100
3891	-100	-100
3892	-100	-100
3893	-100	-100
3894	-100	-100
3895	-100	-100
3896	-100	-100
3897	-100	-100
3898	-100	-100
3899	-100	-100
3900	-100	-100
3901	-100	-100
3902	-100	-100
3903	-100	-100
3904	-100	-100
3905	-100	-100
3906	-100	-100
3907	-100	-100
3908	-100	-100
3909	-100	-100
3910	-100	-100
3911	-100	-100
3912	-100	-100
3913	-100	-100
3914	-100	-100
3915	-100	-100
3916	-100	-100
3917	-100	-100
3918	-100	-100
3919	10	10
3920	-100	-100
3921	-100	-100
3922	-100	-100
3923	-100	-100
3924	41	41
3925	-100	-100
3926	41	41
3927	-100	-100
3928	-100	-100
3929	-100	-100
3930	40	40
3931	-100	-100
3932	10	10
3933	-100	-100
3934	0	0
3935	-100	-100
3936	33	33
3937	-100	-100
3938	-100	-100
3939	10	10
3940	-100	-100
3941	41	41
3942	-100	-100
3943	-100	-100
3944	-100	-100
3945	-100	-100
3946	-100	-100
3947	-100	-100
3948	-100	-100
3949	-100	-100
3950	-100	-100
3951	0	0
3952	-100	-100
3953	-100	-100
3954	-100	-100
3955	-100	-100
3956	-100	-100
3957	-100	-100
3958	-100	-100
3959	-100	-100
3960	-100	-100
3961	9	9
3962	-100	-100
3963	-100	-100
3964	-100	-100
3965	33	33
3966	-100	-100
3967	-100	-100
3968	-100	-100
3969	-100	-100
3970	-100	-100
3971	-100	-100
3972	-100	-100
3973	-100	-100
3974	-100	-100
3975	-100	-100
3976	-100	-100
3977	-100	-100
3978	-100	-100
3979	9	9
3980	20.5	20.5
3981	-100	-100
3982	-100	-100
3983	7	7
3984	-100	-100
3985	-100	-100
3986	-100	-100
3987	-100	-100
3988	7	7
3989	-100	-100
3990	0	0
3991	-100	-100
3992	-100	-100
3993	31	31
3994	-100	-100
3995	-100	-100
3996	-100	-100
3997	-100	-100
3998	-100	-100
3999	-100	-100
4000	-100	-100
4001	-100	-100
4002	-100	-100
4003	-100	-100
4004	-100	-100
4005	9	9
4006	-100	-100
4007	8	8
4008	18	18
4009	-100	-100
4010	-100	-100
4011	7	7
4012	-100	-100
4013	-100	-100
4014	10	10
4015	-100	-100
4016	-100	-100
4017	-100	-100
4018	-100	-100
4019	40	40
4020	27	27
4021	40	40
4022	-100	-100
4023	-100	-100
4024	41	41
4025	-100	-100
4026	33.5	33.5
4027	-100	-100
4028	41	41
4029	-100	-100
4030	-100	-100
4031	-100	-100
4032	-100	-100
4033	-100	-100
4034	0	0
4035	-100	-100
4036	-100	-100
4037	8	8
4038	19	19
4039	-100	-100
4040	-100	-100
4041	-100	-100
4042	36	36
4043	-100	-100
4044	-100	-100
4045	8	8
4046	-100	-100
4047	0	0
4048	-100	-100
4049	-100	-100
4050	15	15
4051	-100	-100
4052	-100	-100
4053	7	7
4054	-100	-100
4055	-100	-100
4056	-100	-100
4057	-100	-100
4058	-100	-100
4059	-100	-100
4060	-100	-100
4061	0	0
4062	17	17
4063	-100	-100
4064	-100	-100
4065	-100	-100
4066	-100	-100
4067	7	7
4068	-100	-100
4069	-100	-100
4070	-100	-100
4071	-100	-100
4072	1.2	3
4073	7	7
4074	9	9
4075	-100	-100
4076	8.2	8.5
4077	0	0
4078	3.5	3.5
4079	11	11
4080	5	5
4081	-100	-100
4082	0	0
4083	-100	-100
4084	-100	-100
4085	10	10
4086	-100	-100
4087	-100	-100
4088	-100	-100
4089	0	0
4090	7	7
4091	-100	-100
4092	-100	-100
4093	-100	-100
4094	-100	-100
4095	-100	-100
4096	-100	-100
4097	8.2	20.5
4098	-100	-100
4099	7	7
4100	-100	-100
4101	-100	-100
4102	8	8
4103	-100	-100
4104	0	0
4105	0	0
4106	41	41
4107	-100	-100
4108	25	25
4109	-100	-100
4110	-100	-100
4111	31.5	31.5
4112	-100	-100
4113	10	13
4114	-100	-100
4115	-100	-100
4116	-100	-100
4117	-100	-100
4118	-100	-100
4119	9	9
4120	-100	-100
4121	-100	-100
4122	-100	-100
4123	-100	-100
4124	10	10
4125	18	18
4126	-100	-100
4127	21	21
4128	39	39
4129	8	8
4130	-100	-100
4131	41	41
4132	-100	-100
4133	-100	-100
4134	26.5	26.5
4135	17	17
4136	-100	-100
4137	21	21
4138	13.4	19.1666666666667
4139	-100	-100
4140	-100	-100
4141	-100	-100
4142	-100	-100
4143	-100	-100
4144	-100	-100
4145	-100	-100
4146	-100	-100
4147	-100	-100
4148	41	41
4149	-100	-100
4150	-100	-100
4151	-100	-100
4152	-100	-100
4153	-100	-100
4154	-100	-100
4155	-100	-100
4156	11.4	22.5
4157	-100	-100
4158	-100	-100
4159	-100	-100
4160	34	34
4161	-100	-100
4162	-100	-100
4163	8	8
4164	7.2	18
4165	-100	-100
4166	6	6
4167	8.5	8.5
4168	-100	-100
4169	-100	-100
4170	34	34
4171	-100	-100
4172	-100	-100
4173	3.5	3.5
4174	-100	-100
4175	-100	-100
4176	-100	-100
4177	0	0
4178	16.4	24.6666666666667
4179	-100	-100
4180	-100	-100
4181	0	0
4182	-100	-100
4183	-100	-100
4184	-100	-100
4185	33	33
4186	-100	-100
4187	-100	-100
4188	-100	-100
4189	7.2	7.5
4190	11	11
4191	30	30
4192	-100	-100
4193	-100	-100
4194	12.5	12.5
4195	11	11
4196	16.5	16.5
4197	-100	-100
4198	-100	-100
4199	0	0
4200	-100	-100
4201	0	0
4202	28	28
4203	-100	-100
4204	-100	-100
4205	-100	-100
4206	10	10
4207	10	10
4208	0	0
4209	-100	-100
4210	-100	-100
4211	-100	-100
4212	-100	-100
4213	34.5	34.5
4214	0	0
4215	-100	-100
4216	-100	-100
4217	-100	-100
4218	8	8
4219	-100	-100
4220	-100	-100
4221	35	35
4222	7	7
4223	-100	-100
4224	9	9
4225	-100	-100
4226	40	40
4227	-100	-100
4228	9	9
4229	-100	-100
4230	-100	-100
4231	-100	-100
4232	-100	-100
4233	0	0
4234	39	39
4235	37	37
4236	16.4	17
4237	6	6
4238	13.4	18.5
4239	38.2	38.5
4240	-100	-100
4241	-100	-100
4242	-100	-100
4243	14.2666666666667	23.6666666666667
4244	-100	-100
4245	8.2	10.3333333333333
4246	-100	-100
4247	-100	-100
4248	2.64	5.2
4249	-100	-100
4250	8	8
4251	9	9
4252	-100	-100
4253	7.4	18.5
4254	4.8	12
4255	-100	-100
4256	-100	-100
4257	-100	-100
4258	9	9
4259	8	8
4260	-100	-100
4261	-100	-100
4262	-100	-100
4263	0	0
4264	-100	-100
4265	-100	-100
4266	5.96666666666667	9.91666666666667
4267	-100	-100
4268	-100	-100
4269	10	10
4270	8.4	9
4271	27	27
4272	10.8	16.5
4273	40	40
4274	0	0
4275	-100	-100
4276	-100	-100
4277	7.8	19.5
4278	37	37
4279	19	22
4280	32	32
4281	-100	-100
4282	5.3	17.5
4283	11.6	12.5
4284	-100	-100
4285	15	15
4286	25	25
4287	3.6	11.3333333333333
4288	7	7
4289	30	30
4290	26	26
4291	40	40
4292	5.6	14
4293	-100	-100
4294	4.8	6
4295	-100	-100
4296	40	40
4297	-100	-100
4298	-100	-100
4299	32	32
4300	-100	-100
4301	-100	-100
4302	-100	-100
4303	-100	-100
4304	-100	-100
4305	-100	-100
4306	-100	-100
4307	35.6	37.25
4308	-100	-100
4309	35	35
4310	34	34
4311	-100	-100
4312	7	7
4313	-100	-100
4314	-100	-100
4315	-100	-100
4316	-100	-100
4317	0	0
4318	-100	-100
4319	-100	-100
4320	10	10
4321	-100	-100
4322	-100	-100
4323	13	23.5
4324	41	41
4325	-100	-100
4326	21.8	29
4327	-100	-100
4328	-100	-100
4329	-100	-100
4330	0	0
4331	-100	-100
4332	28	28
4333	35	35
4334	7	7
4335	40	40
4336	40	40
4337	-100	-100
4338	-100	-100
4339	-100	-100
4340	-100	-100
4341	0	0
4342	40	40
4343	0	0
4344	24	24
4345	0	0
4346	-100	-100
4347	35	35
4348	-100	-100
4349	-100	-100
4350	7.86666666666667	10.5555555555556
4351	3.6	9
4352	16	16
4353	7	7
4354	8	8
4355	-100	-100
4356	-100	-100
4357	8.4	9
4358	-100	-100
4359	23	23
4360	-100	-100
4361	-100	-100
4362	37	37
4363	-100	-100
4364	-100	-100
4365	25	25
4366	8.5	8.5
4367	13.8	24
4368	37	37
4369	24	24
4370	-100	-100
4371	-100	-100
4372	-100	-100
4373	-100	-100
4374	-100	-100
4375	-100	-100
4376	-100	-100
4377	24	24
4378	-100	-100
4379	-100	-100
4380	-100	-100
4381	27.25	27.25
4382	-100	-100
4383	-100	-100
4384	31.5	31.5
4385	7.8	19.5
4386	35	35
4387	-100	-100
4388	-100	-100
4389	18	18
4390	-100	-100
4391	39	39
4392	3.6	9
4393	32	32
4394	4.9	12.25
4395	18	18
4396	-100	-100
4397	0	0
4398	20.5	20.5
4399	-100	-100
4400	10	10
4401	-100	-100
4402	-100	-100
4403	-100	-100
4404	8.5	8.5
4405	38.6	39.5
4406	0	0
4407	-100	-100
4408	8	11
4409	-100	-100
4410	0	0
4411	21	25.5
4412	-100	-100
4413	-100	-100
4414	-100	-100
4415	2	5
4416	-100	-100
4417	-100	-100
4418	10	10
4419	-100	-100
4420	33	33
4421	-100	-100
4422	-100	-100
4423	-100	-100
4424	3.2	8
4425	8	8
4426	17	17
4427	8.2	8.5
4428	-100	-100
4429	37	37
4430	4.4	11
4431	10	13
4432	17.6	24.875
4433	12	12
4434	8	8
4435	-100	-100
4436	-100	-100
4437	7	7
4438	7	7
4439	0	0
4440	-100	-100
4441	25	25
4442	-100	-100
4443	-100	-100
4444	11.3333333333333	11.3333333333333
4445	-100	-100
4446	37	37
4447	-100	-100
4448	-100	-100
4449	22.2	27
4450	13	13
4451	23	23
4452	19.6	26.8712121212121
4453	-100	-100
4454	37	37
4455	-100	-100
4456	-100	-100
4457	-100	-100
4458	11.8	17.5
4459	-100	-100
4460	-100	-100
4461	-100	-100
4462	0	0
4463	7	7
4464	-100	-100
4465	27	27
4466	8	8
4467	5.4	14.5
4468	23.5	23.5
4469	-100	-100
4470	4	12.8888888888889
4471	25	25
4472	6	6
4473	18.5	18.5
4474	33.2	33.5
4475	0	0
4476	-100	-100
4477	-100	-100
4478	7	7
4479	8.8	11.5
4480	35.6666666666667	35.6666666666667
4481	35	35
4482	-100	-100
4483	-100	-100
4484	9.6	13.5
4485	-100	-100
4486	36	36
4487	28.3333333333333	28.3333333333333
4488	7	7
4489	0	0
4490	35	35
4491	-100	-100
4492	7	7
4493	0	0
4494	-100	-100
4495	7	7
4496	36	36
4497	-100	-100
4498	11	11
4499	9	9
4500	9.96666666666667	12.9166666666667
4501	-100	-100
4502	7	7
4503	4.4	8.33333333333333
4504	10	10
4505	-100	-100
4506	16	16
4507	26.2	30.6666666666667
4508	5.53333333333333	12.6111111111111
4509	10	10
4510	0	0
4511	2.2	5.5
4512	6.4	7
4513	8	8
4514	4.64	5.84444444444444
4515	0	0
4516	7.26666666666667	10.1666666666667
4517	10.5	10.5
4518	40	40
4519	7.96666666666667	12.0555555555556
4520	-100	-100
4521	10.1333333333333	21.9444444444444
4522	4	12.3333333333333
4523	-100	-100
4524	5	5
4525	17	17
4526	8	8
4527	9	9
4528	0	0
4529	32	32
4530	-100	-100
4531	37	37
4532	2	5
4533	10	10
4534	-100	-100
4535	4	4
4536	-100	-100
4537	0	0
4538	10	10
4539	10	10
4540	10	10
4541	-100	-100
4542	21.5	21.5
4543	-100	-100
4544	9.4	16
4545	14.3333333333333	14.3333333333333
4546	39	39
4547	23	23
4548	0	0
4549	26	26
4550	8.5	8.5
4551	32	32
4552	20.5	20.5
4553	2.8	7
4554	11.2	17.5
4555	24.125	24.125
4556	-100	-100
4557	7	7
4558	-100	-100
4559	30.5	30.5
4560	5	5
4561	12.2	14
4562	-100	-100
4563	19.8857142857143	21.2142857142857
4564	-100	-100
4565	11	11
4566	22.3333333333333	22.3333333333333
4567	15.6	24
4568	-100	-100
4569	37.6	38.5
4570	0	0
4571	-100	-100
4572	34.2	34.2
4573	19.4333333333333	20.5833333333333
4574	18	18
4575	0	0
4576	11	11
4577	1.8	4.5
4578	0.8	2
4579	18	18
4580	5.5	5.5
4581	3	3
4582	-100	-100
4583	36.4	37.75
4584	1.8	4.5
4585	15.6	15.6
4586	0	0
4587	13	13
4588	-100	-100
4589	16.5333333333333	19.3333333333333
4590	-100	-100
4591	9	9
4592	-100	-100
4593	0	0
4594	0	0
4595	26	26
4596	11.6	22.25
4597	-100	-100
4598	23.6666666666667	30.1666666666667
4599	0	0
4600	-100	-100
4601	-100	-100
4602	21.5	21.5
4603	-100	-100
4604	18.3333333333333	18.3333333333333
4605	20	20
4606	1.71428571428571	4.28571428571429
4607	14.5	14.5
4608	-100	-100
4609	-100	-100
4610	4	4
4611	19.3333333333333	19.3333333333333
4612	-100	-100
4613	12	12
4614	3	7.5
4615	23	28.25
4616	0	0
4617	37	37
4618	0	0
4619	-100	-100
4620	-100	-100
4621	-100	-100
4622	0	0
4623	-100	-100
4624	20.8833333333333	24.2083333333333
4625	-100	-100
4626	9	9
4627	16.2	25.5
4628	8.2	14.5
4629	9.55	11.875
4630	0	0
4631	-100	-100
4632	41	41
4633	9.26666666666667	18.1666666666667
4634	1	2.5
4635	8	8
4636	-100	-100
4637	23	23
4638	26	26
4639	4.7	11.75
4640	40.2	40.5
4641	17.5	17.5
4642	41	41
4643	-100	-100
4644	11.3333333333333	11.3333333333333
4645	0	0
4646	0.933333333333333	3.44444444444444
4647	11	11
4648	8	9.09523809523809
4649	0	0
4650	39.5	39.5
4651	20	24.5
4652	13.2	17.25
4653	5.8	7
4654	40	40
4655	23	23
4656	-100	-100
4657	0	0
4658	4	4
4659	38	38
4660	0	0
4661	37	37
4662	14.5	14.5
4663	40	40
4664	11	11
4665	-100	-100
4666	21	21
4667	13.8	16.5
4668	11.6666666666667	12.1666666666667
4669	8	8
4670	0	0
4671	0.666666666666667	1.66666666666667
4672	10	10
4673	16	16
4674	35	35
4675	39	39
4676	20	20
4677	18	18
4678	6.7	8.83333333333333
4679	-100	-100
4680	-100	-100
4681	22.3333333333333	22.3333333333333
4682	-100	-100
4683	14	23
4684	-100	-100
4685	14	14
4686	-100	-100
4687	24.25	26.125
4688	2	5
4689	12	12
4690	-100	-100
4691	-100	-100
4692	-100	-100
4693	-100	-100
4694	0	0
4695	30	30
4696	5.1	6.75
4697	0	0
4698	-100	-100
4699	-100	-100
4700	-100	-100
4701	-100	-100
4702	0	0
4703	9	9
4704	0	0
4705	41	41
4706	28.2	33
4707	4.8	6.75
4708	-100	-100
4709	40	40
4710	10.1	13.25
4711	8.8	11.4166666666667
4712	0	0
4713	0	0
4714	17	17
4715	7.4	9.16666666666667
4716	8	8
4717	37	37
4718	1.93333333333333	4.83333333333333
4719	17	17
4720	14.0947368421053	21.7368421052632
4721	10	10
4722	5.4	6.75
4723	-100	-100
4724	8	8
4725	15	15
4726	10	10
4727	-100	-100
4728	39	39
4729	31	31
4730	10	10
4731	35	35
4732	2.2	5.5
4733	-100	-100
4734	-100	-100
4735	35	35
4736	9	9
4737	13	13
4738	12.5	12.5
4739	10	10
4740	36	36
4741	7	7
4742	19	19
4743	41	41
4744	-100	-100
4745	-100	-100
4746	3.2	11
4747	40	40
4748	31.5	31.5
4749	-100	-100
4750	15.2	21.5
4751	16	16
4752	2.1	5.25
4753	15.95	19.1666666666667
4754	3.8	9.5
4755	13.3333333333333	18.3333333333333
4756	25	25
4757	27	27
4758	15.5333333333333	23.8333333333333
4759	17	17.75
4760	-100	-100
4761	10	10
4762	0	0
4763	11	11
4764	10	10
4765	4.7	11.75
4766	41	41
4767	9	9
4768	4.8	6
4769	39	39
4770	8	8
4771	29.3333333333333	29.3333333333333
4772	11.6	14
4773	-100	-100
4774	28	28
4775	-100	-100
4776	-100	-100
4777	-100	-100
4778	0	0
4779	7.6	8.5
4780	10	10
4781	11	11
4782	-100	-100
4783	-100	-100
4784	-100	-100
4785	12	12
4786	22.8	28.5
4787	-100	-100
4788	-100	-100
4789	-100	-100
4790	36	36
4791	33	33
4792	8	8
4793	6	6
4794	1.6	4
4795	32	32
4796	17	17
4797	39	39
4798	7	7
4799	11	11
4800	36	36.75
4801	8	8
4802	34.4	36.5
4803	8	8
4804	10	10
4805	-100	-100
4806	0	0
4807	0	0
4808	-100	-100
4809	32	32
4810	-100	-100
4811	41	41
4812	10	10
4813	20	20
4814	40	40
4815	5.4	13.5
4816	1.75	1.75
4817	-100	-100
4818	9	9
4819	-100	-100
4820	36	36
4821	-100	-100
4822	20	20
4823	38.5	38.5
4824	39.6666666666667	39.6666666666667
4825	-100	-100
4826	19.5	19.5
4827	0	0
4828	0	0
4829	12	12
4830	7	7
4831	39.5	39.5
4832	-100	-100
4833	0	0
4834	-100	-100
4835	39.5	39.5
4836	1.8	4.5
4837	20	20
4838	-100	-100
4839	-100	-100
4840	21.6	28.5
4841	35.4444444444444	35.4444444444444
4842	20.8	25.75
4843	0	0
4844	6.25	6.25
4845	32	32
4846	-100	-100
4847	7	7
4848	7	7
4849	8	8
4850	0	0
4851	0	0
4852	5.5	5.5
4853	32.2666666666667	32.2666666666667
4854	0	0
4855	0	0
4856	5.33333333333333	5.33333333333333
4857	0	0
4858	0.6	1.5
4859	0	0
4860	2.4	6.93333333333333
4861	5	5
4862	11	11
4863	-100	-100
4864	-100	-100
4865	14.6	24.5
4866	-100	-100
4867	26	26
4868	-100	-100
4869	7	7
4870	0	0
4871	10	10
4872	10	10
4873	7	7
4874	-100	-100
4875	3.6	9
4876	11.7333333333333	20.8333333333333
4877	14	14
4878	11	11
4879	1.8	4.5
4880	19.5	19.5
4881	10.8666666666667	13.5
4882	0	0
4883	9	9
4884	34.4	36.5
4885	14	14
4886	16	16
4887	4.8	12
4888	-100	-100
4889	9.5	9.5
4890	35	35
4891	17.05	25.625
4892	8	8
4893	3.4	8.5
4894	10	10
4895	11	14.9666666666667
4896	16	16
4897	-100	-100
4898	-100	-100
4899	8	8
4900	23	23
4901	-100	-100
4902	11	11
4903	7	7
4904	-100	-100
4905	10	10
4906	17.4	18
4907	-100	-100
4908	7	7
4909	5	5
4910	5.4	6
4911	10	10
4912	15.4	19.75
4913	9.8	14
4914	0	0
4915	-100	-100
4916	-100	-100
4917	15	15
4918	-100	-100
4919	10	13.3333333333333
4920	8	8
4921	7	7
4922	-100	-100
4923	5.4	13.5
4924	6.84285714285714	10.2857142857143
4925	13	13
4926	-100	-100
4927	-100	-100
4928	-100	-100
4929	7.2	7.5
4930	-100	-100
4931	5	5
4932	-100	-100
4933	-100	-100
4934	-100	-100
4935	-100	-100
4936	17	17
4937	-100	-100
4938	-100	-100
4939	-100	-100
4940	-100	-100
4941	13.5	17.25
4942	-100	-100
4943	-100	-100
4944	-100	-100
4945	-100	-100
4946	10	10
4947	-100	-100
4948	-100	-100
4949	20	20
4950	-100	-100
4951	3.5	3.5
4952	-100	-100
4953	-100	-100
4954	-100	-100
4955	-100	-100
4956	-100	-100
4957	-100	-100
4958	-100	-100
4959	-100	-100
4960	-100	-100
4961	-100	-100
4962	-100	-100
4963	-100	-100
4964	-100	-100
4965	-100	-100
4966	-100	-100
4967	-100	-100
4968	-100	-100
4969	-100	-100
4970	-100	-100
4971	-100	-100
4972	-100	-100
4973	-100	-100
4974	8	8
4975	-100	-100
4976	-100	-100
4977	-100	-100
4978	-100	-100
4979	-100	-100
4980	-100	-100
4981	-100	-100
4982	-100	-100
4983	-100	-100
4984	-100	-100
4985	-100	-100
4986	-100	-100
4987	-100	-100
4988	-100	-100
4989	-100	-100
4990	-100	-100
4991	-100	-100
4992	-100	-100
4993	-100	-100
4994	-100	-100
4995	-100	-100
4996	-100	-100
4997	-100	-100
4998	-100	-100
4999	-100	-100
5000	-100	-100
5001	-100	-100
5002	-100	-100
5003	-100	-100
5004	-100	-100
5005	-100	-100
5006	-100	-100
5007	-100	-100
5008	-100	-100
5009	-100	-100
5010	-100	-100
5011	-100	-100
5012	-100	-100
5013	-100	-100
5014	-100	-100
5015	-100	-100
5016	-100	-100
5017	-100	-100
5018	-100	-100
5019	-100	-100
5020	-100	-100
5021	-100	-100
5022	-100	-100
5023	-100	-100
5024	-100	-100
5025	-100	-100
5026	-100	-100
5027	-100	-100
5028	-100	-100
5029	-100	-100
5030	-100	-100
5031	-100	-100
5032	-100	-100
5033	-100	-100
5034	41	41
5035	-100	-100
5036	-100	-100
5037	-100	-100
5038	-100	-100
5039	-100	-100
5040	-100	-100
5041	-100	-100
5042	-100	-100
5043	-100	-100
5044	-100	-100
5045	-100	-100
5046	-100	-100
5047	-100	-100
5048	-100	-100
5049	-100	-100
5050	-100	-100
5051	-100	-100
5052	-100	-100
5053	0	0
5054	-100	-100
5055	-100	-100
5056	-100	-100
5057	-100	-100
5058	-100	-100
5059	-100	-100
5060	-100	-100
5061	-100	-100
5062	-100	-100
5063	-100	-100
5064	-100	-100
5065	-100	-100
5066	-100	-100
5067	-100	-100
5068	-100	-100
5069	-100	-100
5070	-100	-100
5071	-100	-100
5072	-100	-100
5073	-100	-100
5074	-100	-100
5075	-100	-100
5076	-100	-100
5077	-100	-100
5078	-100	-100
5079	-100	-100
5080	-100	-100
5081	-100	-100
5082	-100	-100
5083	-100	-100
5084	-100	-100
5085	-100	-100
5086	-100	-100
5087	-100	-100
5088	-100	-100
5089	-100	-100
5090	-100	-100
5091	-100	-100
5092	-100	-100
5093	-100	-100
5094	-100	-100
5095	-100	-100
5096	-100	-100
5097	-100	-100
5098	-100	-100
5099	-100	-100
5100	-100	-100
5101	-100	-100
5102	-100	-100
5103	-100	-100
5104	-100	-100
5105	-100	-100
5106	-100	-100
5107	-100	-100
5108	-100	-100
5109	-100	-100
5110	-100	-100
5111	-100	-100
5112	-100	-100
5113	-100	-100
5114	-100	-100
5115	-100	-100
5116	-100	-100
5117	-100	-100
5118	-100	-100
5119	-100	-100
5120	-100	-100
5121	-100	-100
5122	-100	-100
5123	-100	-100
5124	-100	-100
5125	-100	-100
5126	-100	-100
5127	-100	-100
5128	-100	-100
5129	-100	-100
5130	-100	-100
5131	-100	-100
5132	-100	-100
5133	-100	-100
5134	-100	-100
5135	-100	-100
5136	-100	-100
5137	5	5
5138	-100	-100
5139	-100	-100
5140	-100	-100
5141	-100	-100
5142	-100	-100
5143	-100	-100
5144	-100	-100
5145	-100	-100
5146	-100	-100
5147	-100	-100
5148	-100	-100
5149	-100	-100
5150	-100	-100
5151	-100	-100
5152	-100	-100
5153	-100	-100
5154	-100	-100
5155	-100	-100
5156	25	25
5157	-100	-100
5158	-100	-100
5159	-100	-100
5160	-100	-100
5161	-100	-100
5162	-100	-100
5163	-100	-100
5164	-100	-100
5165	-100	-100
5166	-100	-100
5167	-100	-100
5168	-100	-100
5169	-100	-100
5170	-100	-100
5171	-100	-100
5172	-100	-100
5173	-100	-100
5174	-100	-100
5175	-100	-100
5176	-100	-100
5177	-100	-100
5178	-100	-100
5179	-100	-100
5180	-100	-100
5181	-100	-100
5182	-100	-100
5183	-100	-100
5184	-100	-100
5185	-100	-100
5186	-100	-100
5187	-100	-100
5188	-100	-100
5189	0	0
5190	-100	-100
5191	-100	-100
5192	-100	-100
5193	-100	-100
5194	-100	-100
5195	0	0
5196	0	0
5197	-100	-100
5198	-100	-100
5199	-100	-100
5200	7	7
5201	7	7
5202	-100	-100
5203	-100	-100
5204	-100	-100
5205	-100	-100
5206	-100	-100
5207	-100	-100
5208	-100	-100
5209	-100	-100
5210	7	7
5211	-100	-100
5212	-100	-100
5213	-100	-100
5214	0	0
5215	-100	-100
5216	-100	-100
5217	-100	-100
5218	-100	-100
5219	-100	-100
5220	-100	-100
5221	-100	-100
5222	-100	-100
5223	-100	-100
5224	-100	-100
5225	-100	-100
5226	-100	-100
5227	-100	-100
5228	-100	-100
5229	-100	-100
5230	-100	-100
5231	-100	-100
5232	0	0
5233	-100	-100
5234	0	0
5235	-100	-100
5236	-100	-100
5237	-100	-100
5238	-100	-100
5239	-100	-100
5240	-100	-100
5241	-100	-100
5242	-100	-100
5243	-100	-100
5244	-100	-100
5245	-100	-100
5246	-100	-100
5247	-100	-100
5248	-100	-100
5249	-100	-100
5250	-100	-100
5251	-100	-100
5252	-100	-100
5253	-100	-100
5254	-100	-100
5255	-100	-100
5256	-100	-100
5257	35	35
5258	-100	-100
5259	-100	-100
5260	-100	-100
5261	-100	-100
5262	-100	-100
5263	-100	-100
5264	-100	-100
5265	-100	-100
5266	-100	-100
5267	-100	-100
5268	-100	-100
5269	-100	-100
5270	-100	-100
5271	-100	-100
5272	-100	-100
5273	-100	-100
5274	-100	-100
5275	10	10
5276	-100	-100
5277	-100	-100
5278	-100	-100
5279	-100	-100
5280	-100	-100
5281	-100	-100
5282	-100	-100
5283	27	27
5284	-100	-100
5285	-100	-100
5286	-100	-100
5287	-100	-100
5288	-100	-100
5289	-100	-100
5290	-100	-100
5291	-100	-100
5292	-100	-100
5293	-100	-100
5294	-100	-100
5295	-100	-100
5296	-100	-100
5297	-100	-100
5298	-100	-100
5299	-100	-100
5300	-100	-100
5301	35	35
5302	-100	-100
5303	-100	-100
5304	-100	-100
5305	-100	-100
5306	-100	-100
5307	-100	-100
5308	-100	-100
5309	-100	-100
5310	-100	-100
5311	-100	-100
5312	-100	-100
5313	-100	-100
5314	-100	-100
5315	-100	-100
5316	-100	-100
5317	-100	-100
5318	-100	-100
